id,name,active
670,anim_gotosleep_sleeping_05,1
671,anim_movement_lookinplaceforfaces_short_head_angle_20,1
672,anim_freeplay_reacttoface_sayname_01_head_angle_20,1
673,anim_explorer_planning_getout_01,1
674,anim_rtsound_offcharger_observe_behind_left_01,1
675,anim_snowglobe_rtonground_01,1
676,anim_rtsound_oncharger_asleep_behind_left_01,1
677,anim_vc_laser_lookdown_01,1
678,anim_wakeword_loop_02,1
679,anim_hiking_driving_loop_02,1
680,anim_referencing_squint_01,1
681,anim_vc_listening_getout_01,1
682,anim_blackjack_victorbjacklose_01,1
683,anim_reacttocliff_turtleroll_05,1
684,anim_petting_bliss_getout_02,1
685,anim_wakeword_groggyeyes_getin_01,1
686,anim_reacttocliff_stuckonedge_right_01,1
687,anim_lookinplaceforfaces_keepalive_long_03_head_angle_-20,1
688,anim_dizzy_reaction_medium_01,1
689,anim_explorer_idle_01_head_angle_10,1
690,anim_keepaway_pounce_mousetrap_04,1
691,anim_cubeconnection_loop_01,1
692,anim_petting_lvl2_getout_02,1
693,anim_qa_sync_5_10_50,1
694,anim_onboarding_wakeword_loop_01,1
695,anim_heldonpalm_pickup_relaxed_01,1
696,anim_meetvictor_sayname02_01,1
697,anim_dancebeat_headnod_01,1
698,anim_eyepose_startled,1
699,anim_rtsound_offcharger_observe_ambient_01,1
700,anim_chargerdocking_comeoff_left_02,1
701,anim_dancebeat_headliftbody_left_large_01,1
702,anim_gazing_lookatvector_reaction_01_head_angle_-20,1
703,anim_eyecontact_lookloop_01_head_angle_40,1
704,anim_petting_lvl3_getout_01,1
705,anim_reacttocliff_stop_02,1
706,anim_movement_backward_01,1
707,anim_chargerdocking_rightturn_all,1
708,anim_rtsound_oncharger_observe_150left_01,1
709,anim_rtshake_lv2rtonground_01,1
710,anim_launch_cubediscovery,1
711,anim_rtsound_offcharger_observe_30right_01,1
712,anim_hiking_react_02,1
713,anim_weather_rain_01,1
714,anim_hiking_react_03,1
715,anim_petting_lvl1_getout_01,1
716,anim_hiking_react_01,1
717,anim_reacttocliff_edgeliftup_01,1
718,anim_gazing_lookatsurfaces_getin_left_01_head_angle_40,1
719,anim_reacttocliff_turtleroll_01,1
720,anim_movement_lookinplaceforfaces_short,1
721,anim_eyepose_bliss,1
722,anim_wakeword_idk_04,1
723,anim_heldonpalm_looking_nervous_01,1
724,anim_look_left_01,1
725,anim_launch_reacttoputdown,1
726,anim_pounce_fail_04,1
727,anim_pounce_lookloop_01,1
728,anim_dancebeat_listening_03,1
729,anim_lookinplaceforfaces_keepalive_short_head_angle_40,1
730,anim_lookatphone_getout_01,1
731,anim_petting_lvl1_01,1
732,anim_rtpickup_loop_10,1
733,anim_gazing_lookatfaces_getin_right_01_head_angle_-20,1
734,anim_rtmotion_up_getout_01,1
735,anim_slowbump_loop_01,1
736,anim_keepalive_blink_01,1
737,anim_rtsound_oncharger_observe_60left_01,1
738,anim_hiking_react_06,1
739,anim_snowglobe_pregetout_01,1
740,anim_rtsound_offcharger_asleep_60right_01,1
741,anim_timersup_getin_02,1
742,anim_timersup_getin_01,1
743,anim_feedback_bequiet_02,1
744,anim_reacttoblock_admirecubetower_01,1
745,anim_explorer_scan_short_03,1
746,anim_rtsound_oncharger_observe_behind_left_01,1
747,anim_rtshake_drive_loop_03,1
748,anim_timerset_getout_01,1
749,anim_pounce_long_01,1
750,anim_reacttoface_unidentified_01_head_angle_20,1
751,anim_meetvictor_sayname_04,1
752,anim_inspectheldcube_cubemissing_01,1
753,anim_rtsound_oncharger_asleep_right_01,1
754,anim_rtsound_oncharger_asleep_120left_01,1
755,anim_rtsound_oncharger_observe_front_01,1
756,anim_dizzy_reaction_hard_01,1
757,anim_blackjack_spread_01,1
758,anim_photo_shutter_01,1
759,anim_hiking_driving_start_02,1
760,anim_meetvictor_getin_01_head_angle_-20,1
761,anim_gazing_lookatfaces_getin_right_01_head_angle_40,1
762,anim_onboarding_cube_reacttocube,1
763,anim_qa_head_updown,1
764,anim_communication_pickup_cantdothat_01,1
765,anim_eyepose_sad_down01,1
766,anim_eyecontact_giggle_01,1
767,anim_explorer_idle_02_head_angle_20,1
768,anim_reacttohabitat_subtle_01,1
769,anim_driving_upset_end_01,1
770,anim_knowledgegraph_success_01,1
771,anim_movement_turnaround_01,1
772,anim_lookinplaceforfaces_keepalive_long_head_angle_-20,1
773,anim_gotosleep_sleeping_01,1
774,anim_explorer_idle_01_head_angle_40,1
775,anim_nowifi_icon_01,1
776,anim_onboarding_driveoff_charger_alt_01,1
777,anim_knowledgegraph_getout_01,1
778,anim_dancebeat_scoot_right_01,1
779,anim_petting_blissloop_03,1
780,anim_tts_loop_01,1
781,anim_dizzy_shake_loop_01,1
782,anim_petting_lvl3_01,1
783,anim_fistbump_success_02,1
784,anim_rtsound_oncharger_observe_left_01,1
785,anim_rtshake_lv3rtonhand_01,1
786,anim_gazing_lookatfaces_getin_left_01_head_angle_20,1
787,anim_reacttocliff_reaction_rear_right_01,1
788,anim_reacttocliff_stuckonedge_02,1
789,anim_qa_lift_updown_alt,1
790,anim_howold_getout_01,1
791,anim_inspectheldcube_cubeonground_01,1
792,anim_keepaway_stopshort_02,1
793,anim_launch_sleeping_01,1
794,anim_rtpickup_loop_09,1
795,anim_rtsound_oncharger_asleep_30left_01,1
796,anim_rtsound_offcharger_observe_60right_01,1
797,anim_handdetection_getin_01,1
798,anim_laser_drive_01,1
799,anim_laser_drive_03,1
800,anim_explorer_planning_getin_01,1
801,anim_lookinplaceforfaces_keepalive_medium_head_angle_20,1
802,anim_freeplay_reacttoface_sayname_01,1
803,anim_rtsound_oncharger_observe_60right_01,1
804,anim_keepaway_getout_satisfied_01,1
805,anim_reacttocliff_faceplantroll_armup_01,1
806,anim_heldonpalm_putdown_nervous_01,1
807,anim_dancebeat_headliftbody_left_med_01,1
808,anim_laser_drive_02,1
809,anim_keepalive_eyesonly_loop_04,1
810,anim_reacttocliff_stuckrightside_getin_01,1
811,anim_rtsound_oncharger_asleep_120right_01,1
812,anim_observing_nearby_area_02,1
813,anim_reacttocliff_turtlerollfail_02,1
814,anim_reacttocliff_stuckonedge_right_02,1
815,anim_reacttocliff_stuckleftside_getin_01,1
816,anim_gazing_lookatsurfaces_getin_right_01_head_angle_20,1
817,anim_pounce_01,1
818,anim_eyecontact_giggle_01_head_angle_40,1
819,anim_meetvictor_lookface_interrupted_01,1
820,anim_rtsound_offcharger_asleep_30right_01,1
821,anim_launch_enddriving_01,1
822,anim_inspectheldcube_loop_02,1
823,anim_eyepose_scrutinizing,1
824,anim_gazing_lookatfaces_getin_right_01,1
825,anim_pounce_drive_01,1
826,anim_rtsound_offcharger_observe_behind_right_01,1
827,anim_reacttocliff_turtleroll_03,1
828,anim_reacttoface_unidentified_01_head_angle_-20,1
829,anim_onboarding_reacttoface_happy_01_head_angle_40,1
830,anim_eyepose_furious,1
831,anim_eyecontact_lookloop_01_head_angle_20,1
832,anim_rtpkeepaway_reacttocube_02,1
833,anim_message_getin_01,1
834,anim_heldonpalm_nestling_01,1
835,anim_message_loop_01,1
836,anim_rtsound_oncharger_observe_ambient_01,1
837,anim_eyecolorreact_idle_01,1
838,anim_dancebeat_headliftbody_right_med_01,1
839,anim_howold_fastloop_01,1
840,anim_chargerdocking_comeoff_left_01,1
841,anim_movement_comehere_reaction_01,1
842,anim_cubeconnection_loop_04,1
843,anim_weather_cold_01,1
844,anim_power_offon_01,1
845,anim_reacttocliff_pickup_03,1
846,anim_rtshake_lv1rtonground_01,1
847,anim_rtshake_lv1loop_01,1
848,anim_message_rewind_01,1
849,anim_gazing_lookatfaces_getin_left_01,1
850,anim_timerset_getin_02,1
851,anim_keepaway_miss_reaction_01,1
852,anim_lookinplaceforfaces_keepalive_long_04_head_angle_20,1
853,anim_qa_sync_3_30_30,1
854,anim_rtsound_offcharger_observe_150right_01,1
855,anim_rtshake_lv3pregetout_01,1
856,anim_eyepose_concerned,1
857,anim_launch_startdriving_01,1
858,anim_lookinplaceforfaces_keepalive_long_04_head_angle_-20,1
859,anim_chargerdocking_leftturn_01,1
860,anim_eyepose_squint,1
861,anim_explorer_idle_02_head_angle_10,1
862,anim_feedback_iloveyou_02,1
863,anim_explorer_idle_03_head_angle_-10,1
864,anim_generic_look_up_01,1
865,anim_reacttoblock_frustrated_01,1
866,anim_chargerdocking_reaction_01,1
867,anim_reacttoblock_react_01,1
868,anim_pairing_icon_update,1
869,soundTestAnimBell,1
870,anim_launch_wakeup_02,1
871,anim_referencing_giggle_01_head_angle_40,1
872,anim_eyepose_all_faces,1
873,anim_getin_tts_01,1
874,anim_volume_stage_03,1
875,anim_referencing_curious_01_head_angle_40,1
876,anim_chargerdocking_searchforchargerturns_default_01,1
877,anim_observe_oncharger_getout_01,1
878,anim_reacttocliff_turtleroll_06,1
879,anim_keepaway_idleliftdown_02,1
880,anim_rtshake_lv2rtonhand_01,1
881,anim_reacttocliff_turnright_180_01,1
882,anim_cubedocking_drive_loop_01,1
883,anim_referencing_squint_02_head_angle_-20,1
884,anim_reacttoblock_react_short_02,1
885,anim_petting_blissloop_02,1
886,anim_rtshake_lv2loop_01,1
887,anim_pairing_icon_wifi,1
888,anim_knowledgegraph_searching_getin_01,1
889,anim_meetvictor_sayname_01,1
890,anim_freeplay_reacttoface_sayname_03,1
891,anim_reacttocliff_stop_01,1
892,anim_meetvictor_getin_01_head_angle_20,1
893,anim_howold_slowloop_01,1
894,ANIMATION_TEST,1
895,anim_communication_cantdothat_01,1
896,anim_lookinplaceforfaces_keepalive_long,1
897,anim_rtsound_offcharger_observe_30left_01,1
898,anim_message_announce_tonoone_01,1
899,anim_petting_bliss_getout_01,1
900,anim_fistbump_requestonce_02,1
901,anim_dancebeat_pivot_left_01,1
902,anim_wakeword_turn_behind_right_01,1
903,anim_eyepose_default,1
904,anim_lookinplaceforfaces_keepalive_long_02_head_angle_20,1
905,anim_onboarding_lookdown_lookaround_01,1
906,anim_gotosleep_sleeping_03,1
907,anim_timercancel_01,1
908,anim_pounce_03,1
909,anim_turn_right_01,1
910,anim_reacttocliff_stuckleftside_02,1
911,anim_pounce_02,1
912,anim_greeting_goodmorning_01,1
913,anim_slowbump_getinbackward_01,1
914,anim_movement_left_01,1
915,anim_rtsound_oncharger_observe_150right_01,1
916,anim_meetvictor_lookface_loop_01,1
917,anim_cube_drive_getout_01,1
918,anim_rtmotion_turn45left_01,1
919,anim_dizzy_pickup_01,1
920,anim_freeplay_reacttoface_sayname_02,1
921,anim_inspectheldcube_loop_05,1
922,anim_launch_reacttocubepickup,1
923,anim_explorer_idle_03_head_angle_20,1
924,anim_slowpoke_loop_02,1
925,anim_meetvictor_youarebob_01,1
926,anim_rtsound_offcharger_asleep_front_01,1
927,anim_rtsound_offcharger_asleep_120right_01,1
928,anim_pairing_icon_awaitingapp,1
929,anim_gazing_lookatfaces_getin_right_01_head_angle_20,1
930,anim_cubeconnection_loop_02,1
931,anim_tts_loop_03,1
932,anim_volume_stage_max,1
933,anim_movement_lookinplaceforfaces_medium_head_angle_40,1
934,anim_referencing_giggle_01_head_angle_20,1
935,anim_eyecontact_squint_01_head_angle_-20,1
936,anim_wakeword_turn_behind_left_01,1
937,anim_dancebeat_eyehold_01,1
938,anim_launch_wakeup_enddriving_01,1
939,anim_hiking_lookaround_01,1
940,anim_driving_upset_start_01,1
941,anim_dancebeat_idle_01,1
942,anim_gotosleep_sleeping_04,1
943,anim_gazing_lookatsurfaces_getin_right_01_head_angle_40,1
944,anim_movement_lookinplaceforfaces_medium,1
945,anim_heldonpalm_edge_nervous_01,1
946,anim_cubedocking_drive_getin_01,1
947,anim_rtpickup_reaction_01,1
948,anim_keepaway_backup_01,1
949,anim_eyepose_sad_down,1
950,anim_slowpoke_loop_04,1
951,anim_wakeword_turn_right_01,1
952,anim_loco_driving01_start_02,1
953,anim_referencing_curious_01_head_angle_-20,1
954,anim_feedback_goodrobot_01,1
955,anim_vc_alrighty_01,1
956,anim_pounce_04,1
957,anim_petting_getin_01,1
958,anim_chargerdocking_searchforchargerturns_02,1
959,anim_slowpoke_getin_04,1
960,anim_rtsound_oncharger_observe_30left_01,1
961,anim_dizzy_pickup_02,1
962,anim_chargerdocking_searchforcharger_01,1
963,anim_keepaway_idleliftdown_01,1
964,anim_rtpkeepaway_reacttocube_01,1
965,anim_rtsound_offcharger_asleep_30left_01,1
966,anim_onboarding_cube_drive_getout_01,1
967,anim_rtsound_oncharger_asleep_30right_01,1
968,anim_onboarding_reacttoface_happy_01_head_angle_-20,1
969,anim_hiking_driving_loop_01,1
970,anim_petting_blissloop_01,1
971,anim_rtp_blackjack_request_01,1
972,anim_explorer_idle_03_head_angle_-20,1
973,anim_lookatphone_getin_01,1
974,anim_eyepose_hurt,1
975,anim_turn_left_01,1
976,anim_heldonpalm_edge_relaxed_01,1
977,anim_reacttoblock_stuckonblock_01,1
978,anim_cube_drive_loop_01,1
979,anim_reacttoface_unidentified_03_head_angle_-20,1
980,anim_blackjack_victorpush_01,1
981,anim_blackjack_speech_tts_01,1
982,anim_show_fake,0
